split,task_id,demo_pairs,input_cells,distinct_colours
training,d10ecb37,3,57.333333333333336,7
training,d13f3404,3,9.0,7
training,d19f7514,4,48.0,3
training,d22278a0,4,115.5,6
training,d23f8c26,3,19.666666666666668,10
training,d255d7a7,3,172.0,3
training,d282b262,3,225.0,10
training,d2abd087,3,100.0,2
training,d2acf2cb,3,66.0,5
training,d304284e,2,644.0,2
training,d364b489,2,100.0,2
training,d37a1ef5,3,121.33333333333333,3
training,d406998b,4,36.75,2
training,d43fd935,3,100.0,6
training,d4469b4b,7,25.0,4
training,d47aa2ff,3,210.0,7
training,d492a647,2,188.5,4
training,d4a91cb9,3,113.33333333333333,3
training,d4b1c2b1,7,9.0,8
training,d4c90558,3,475.0,9
training,d4f3cd78,2,100.0,2
training,d511f180,3,14.333333333333334,9
training,d56f2372,3,369.6666666666667,8
training,d5c634a2,7,69.28571428571429,2
training,d5d6de2d,3,141.66666666666666,2
training,d631b094,4,9.0,5
training,d6542281,3,233.0,5
training,d687bc17,3,149.33333333333334,8
training,d6ad076f,3,100.0,7
training,d6e50e54,3,102.66666666666667,3
training,d749d46f,3,66.0,5
training,d753a70b,3,256.0,5
training,d89b689b,3,100.0,10
training,d8c310e9,3,75.0,5
training,d90796e8,3,33.333333333333336,4
training,d931c21c,4,199.0,2
training,d93c6891,3,217.33333333333334,4
training,d94c3b52,3,425.0,3
training,d968ffd4,3,68.33333333333333,6
training,d9f24cd1,2,100.0,3
training,d9fac9be,4,84.75,6
training,da2b0fe3,3,100.0,4
training,da6e95e5,3,900.0,7
training,dae9d2b5,5,18.0,3
training,db118e2a,4,60.5,8
training,db3e9e38,2,45.5,2
training,db615bd4,3,625.0,6
training,db7260a4,5,100.0,3
training,db93a21d,4,281.25,2
training,dbc1a6ce,4,104.0,2
training,dc1df850,3,36.333333333333336,5
training,dc2aa30b,3,121.0,3
training,dc2e9a9d,3,424.3333333333333,2
training,dc433765,7,46.857142857142854,3
training,dc46ea44,3,121.0,6
training,dce56571,3,87.33333333333333,4
training,dd2401ed,4,105.0,4
training,ddf7fa4f,3,100.0,8
training,de1cd16c,4,259.25,8
training,de493100,4,900.0,9
training,ded97339,3,100.0,2
training,df8cc377,3,351.3333333333333,7
training,df978a02,3,256.0,10
training,df9fd884,3,75.33333333333333,5
training,e048c9ed,4,59.0,9
training,e0fb7511,3,169.0,2
training,e133d23d,5,21.0,4
training,e179c5f4,3,30.0,2
training,e1baa8a4,4,199.5,9
training,e1d2900e,3,643.3333333333334,3
training,e2092e0c,3,225.0,10
training,e21a174a,3,129.0,7
training,e21d9049,2,171.0,5
training,e26a3af2,3,204.33333333333334,9
training,e345f17b,4,32.0,3
training,e3497940,3,90.0,8
training,e39e9282,3,142.33333333333334,4
training,e3f79277,2,36.0,3
training,e3fe1151,3,25.0,9
training,e4075551,3,215.0,9
training,e40b9e2f,3,100.0,7
training,e41c6fd3,3,399.6666666666667,7
training,e45ef808,2,144.0,3
training,e4888269,3,200.0,8
training,e48d4e1a,4,100.0,6
training,e4941b18,3,83.66666666666667,4
training,e5062a87,3,100.0,3
training,e509e548,3,225.66666666666666,2
training,e50d258f,3,100.0,4
training,e57337a4,3,225.0,4
training,e5790162,5,51.2,4
training,e5c44e8f,3,121.0,3
training,e619ca6e,3,724.6666666666666,2
training,e633a9e5,3,9.0,8
training,e6721834,3,296.6666666666667,7
training,e681b708,3,529.6666666666666,6
training,e69241bd,3,70.33333333333333,8
training,e6de6e8f,3,24.0,2
training,e729b7be,3,267.6666666666667,9
training,e73095fd,3,230.33333333333334,2
training,e734a0e8,2,325.0,4
training,e74e1818,3,113.0,8
training,e760a62e,3,578.6666666666666,4
training,e7639916,3,146.33333333333334,2
training,e76a88a6,2,100.0,6
training,e78887d1,4,113.0,5
training,e7a25a18,2,196.0,8
training,e7b06bea,5,63.4,10
training,e7dd8335,3,67.33333333333333,2
training,e84fef15,3,841.0,6
training,e8593010,3,100.0,2
training,e872b94a,4,77.5,2
training,e88171ec,3,280.6666666666667,5
training,e8dc4411,3,185.0,6
training,e9614598,2,100.0,2
training,e98196ab,3,121.0,7
training,e99362f0,6,99.0,6
training,e9ac8c9e,3,100.0,10
training,e9afcf9a,2,12.0,4
training,e9b4f6fc,4,169.0,8
training,e9bb6954,4,266.0,10
training,e9c9d9a1,3,232.0,2
training,e9fc42f2,3,169.0,5
training,ea32f347,4,100.0,2
training,ea786f4a,3,27.666666666666668,4
training,ea959feb,3,550.0,8
training,ea9794b1,6,100.0,5
training,eb281b96,2,59.5,3
training,eb5a1d5d,3,544.3333333333334,6
training,ec883f72,4,81.25,8
training,ecaa0ec1,4,112.75,4
training,ecb67b6d,3,66.66666666666667,2
training,ecdecbb3,3,202.33333333333334,3
training,ed36ccf7,4,9.0,4
training,ed74f2f2,6,45.0,2
training,ed98d772,5,9.0,5
training,edcc2ff0,3,200.0,7
training,ef135b50,3,100.0,2
training,ef26cbf6,2,77.0,8
training,f0100645,2,90.5,5
training,f0afb749,3,21.666666666666668,4
training,f0df5ff0,3,225.0,10
training,f0f8a26d,3,94.33333333333333,4
training,f15e1fac,3,162.66666666666666,3
training,f18ec8cc,4,98.5,7
training,f1bcbc2c,4,100.0,3
training,f1cefba8,3,263.3333333333333,6
training,f21745ec,3,428.6666666666667,9
training,f25fbde4,3,81.0,2
training,f25ffba3,2,40.0,6
training,f2829549,5,28.0,4
training,f28a3cbb,2,81.0,5
training,f341894c,3,120.0,4
training,f35d900a,4,244.5,6
training,f3b10344,3,850.0,6
training,f3cdc58f,3,100.0,5
training,f3e14006,4,153.25,10
training,f3e62deb,6,100.0,4
training,f45f5ca7,3,100.0,5
training,f5aa3634,3,183.33333333333334,10
training,f5b8619d,3,16.333333333333332,4
training,f5c89df1,3,169.0,4
training,f76d97a5,3,19.666666666666668,4
training,f823c43c,2,214.5,4
training,f83cb3f6,3,162.66666666666666,5
training,f8a8fe49,3,225.0,3
training,f8b3ba0a,4,169.0,7
training,f8be4b64,4,373.25,7
training,f8c80d96,3,100.0,4
training,f8cc533f,3,259.6666666666667,5
training,f8f52ecc,3,114.66666666666667,9
training,f8ff0b80,3,144.0,7
training,f9012d9b,3,30.0,6
training,f9a67cb5,3,149.66666666666666,3
training,f9d67f8b,4,900.0,9
training,fafd9572,2,168.0,5
training,fafffa47,5,18.0,3
training,fb791726,3,31.333333333333332,4
training,fbf15a0b,4,325.0,6
training,fc10701f,3,154.66666666666666,4
training,fc4aaf52,2,256.0,5
training,fc754716,4,21.0,5
training,fcb5c309,3,205.66666666666666,5
training,fcc82909,3,100.0,8
training,fd02da9e,4,64.0,5
training,fd096ab6,2,530.0,7
training,fd4b2b02,3,487.0,3
training,fe45cba4,2,64.0,3
training,fe9372f3,2,116.0,2
training,fea12743,3,176.0,2
training,feca6190,5,5.0,8
training,ff2825db,3,100.0,6
training,ff28f65a,8,36.375,2
training,ff72ca3e,4,95.25,3
training,ff805c23,3,576.0,7
evaluation,0934a4d8,4,900.0,9
evaluation,135a2760,2,263.5,6
evaluation,136b0064,3,165.0,7
evaluation,13e47133,3,310.0,10
evaluation,142ca369,3,374.6666666666667,8
evaluation,16b78196,2,900.0,7
evaluation,16de56c4,3,131.0,9
evaluation,1818057f,3,173.0,2
evaluation,195c6913,3,550.0,7
evaluation,1ae2feb7,3,182.33333333333334,9
evaluation,20270e3b,4,68.0,3
evaluation,20a9e565,3,880.3333333333334,9
evaluation,21897d95,4,129.5,10
evaluation,221dfab4,2,638.0,4
evaluation,247ef758,3,168.66666666666666,9
evaluation,269e22fb,5,108.8,4
evaluation,271d71e2,3,165.66666666666666,5
evaluation,28a6681f,3,100.0,7
evaluation,291dc1e1,4,164.0,9
evaluation,2b83f449,2,211.5,4
evaluation,2ba387bc,4,479.0,9
evaluation,2c181942,3,446.0,7
evaluation,2d0172a1,4,410.0,5
evaluation,31f7f899,3,147.66666666666666,8
evaluation,332f06d7,4,174.0,4
evaluation,35ab12c3,3,316.3333333333333,8
evaluation,36a08778,6,157.66666666666666,3
evaluation,38007db0,2,418.0,4
evaluation,3a25b0d8,2,484.0,8
evaluation,3dc255db,3,129.33333333333334,6
evaluation,3e6067c3,3,463.0,9
evaluation,409aa875,3,256.0,4
evaluation,446ef5d2,2,170.0,7
evaluation,45a5af55,2,176.0,5
evaluation,4a21e3da,3,324.0,3
evaluation,4c3d4a41,2,160.0,8
evaluation,4c416de3,3,470.3333333333333,9
evaluation,4c7dc4dd,2,900.0,7
evaluation,4e34c42c,2,587.5,8
evaluation,53fb4810,2,317.5,5
evaluation,5545f144,3,258.6666666666667,7
evaluation,581f7754,3,198.66666666666666,6
evaluation,58490d8a,3,463.0,6
evaluation,58f5dbd5,3,386.3333333333333,9
evaluation,5961cc34,4,445.5,5
evaluation,5dbc8537,2,312.5,10
evaluation,62593bfd,2,716.0,8
evaluation,64efde09,2,660.5,8
evaluation,65b59efc,3,152.66666666666666,10
evaluation,67e490f4,2,900.0,9
evaluation,6e453dd6,3,205.33333333333334,3
evaluation,6e4f6532,2,507.0,8
evaluation,6ffbe589,3,400.0,8
evaluation,71e489b6,3,278.3333333333333,2
evaluation,7491f3cf,4,175.0,10
evaluation,7666fa5d,2,256.0,3
evaluation,78332cb0,3,97.0,8
evaluation,7b0280bc,3,316.3333333333333,8
evaluation,7b3084d4,3,400.0,9
evaluation,7b5033c1,2,256.0,6
evaluation,7b80bb43,2,576.0,4
evaluation,7c66cb00,3,720.0,7
evaluation,7ed72f31,2,324.0,6
evaluation,800d221b,3,252.0,10
evaluation,80a900e0,2,500.0,6
evaluation,8698868d,2,600.0,8
evaluation,88bcf3b4,5,132.6,10
evaluation,88e364bc,3,400.0,6
evaluation,89565ca0,3,557.3333333333334,8
evaluation,898e7135,2,435.0,9
evaluation,8b7bacbf,4,264.0,7
evaluation,8b9c3697,3,418.0,5
evaluation,8e5c0c38,2,484.0,6
evaluation,8f215267,3,506.0,6
evaluation,8f3a5a89,3,252.0,3
evaluation,9385bd28,4,168.5,10
evaluation,97d7923e,3,133.33333333333334,6
evaluation,981571dc,4,900.0,10
evaluation,9aaea919,3,900.0,9
evaluation,9bbf930d,3,270.0,10
evaluation,a251c730,2,900.0,10
evaluation,a25697e4,3,450.0,7
evaluation,a32d8b75,3,600.0,10
evaluation,a395ee82,3,484.0,7
evaluation,a47bf94d,3,462.0,9
evaluation,a6f40cea,3,594.6666666666666,8
evaluation,aa4ec2a5,3,506.3333333333333,2
evaluation,abc82100,4,178.5,7
evaluation,b0039139,4,110.25,8
evaluation,b10624e5,2,729.0,6
evaluation,b5ca7ac4,3,484.0,9
evaluation,b6f77b65,5,144.0,10
evaluation,b99e7126,3,841.0,5
evaluation,b9e38dc0,3,211.0,9
evaluation,bf45cf4b,3,164.0,7
evaluation,c4d067a0,3,529.0,5
evaluation,c7f57c3e,2,324.0,6
evaluation,cb2d8a2c,4,289.75,4
evaluation,cbebaa4b,2,484.0,8
evaluation,d35bdbdc,3,100.0,10
evaluation,d59b0160,3,256.0,10
evaluation,d8e07eb2,5,660.0,9
evaluation,da515329,3,294.6666666666667,2
evaluation,db0c5428,3,313.6666666666667,9
evaluation,db695cfb,5,139.4,5
evaluation,dbff022c,3,101.33333333333333,10
evaluation,dd6b8c4b,3,121.0,5
evaluation,de809cff,2,400.0,5
evaluation,dfadab01,4,250.0,8
evaluation,e12f9a14,4,296.0,8
evaluation,e3721c99,2,900.0,6
evaluation,e376de54,3,256.0,7
evaluation,e8686506,2,169.0,7
evaluation,e87109e9,3,600.0,9
evaluation,edb79dae,2,529.0,8
evaluation,eee78d87,3,36.0,4
evaluation,f560132c,2,400.0,10
evaluation,f931b4a8,5,102.4,8
evaluation,faa9f03d,4,144.0,7
evaluation,fc7cae8d,3,484.0,9
